"periods","k","y","c","sy","A","L","L_A","g","lnk","lny","lnc","gy"
759,1.38,1.082,0.812,0.271,1544120961384212736,8478216992791.37,339128679711.655,0.054,42.203,41.96,41.672,0.052
760,1.38,1.082,0.812,0.271,1627310531191655424,8817345672503.02,352693826900.121,0.054,42.256,42.012,41.725,0.052
761,1.38,1.082,0.812,0.271,1714980506317221888,9170039499403.14,366801579976.126,0.054,42.308,42.065,41.777,0.052
762,1.38,1.082,0.812,0.271,1807372121280366848,9536841079379.27,381473643175.171,0.054,42.361,42.117,41.83,0.052
763,1.38,1.082,0.812,0.271,1904739595750353408,9918314722554.44,396732588902.178,0.054,42.413,42.17,41.882,0.052
764,1.38,1.082,0.812,0.271,2007350833342199296,10315047311456.6,412601892458.265,0.054,42.465,42.222,41.935,0.052
765,1.38,1.082,0.812,0.271,2115488158010145792,10727649203914.9,429105968156.595,0.054,42.518,42.275,41.987,0.052
766,1.38,1.082,0.812,0.271,2229449090061121792,11156755172071.5,446270206882.859,0.054,42.57,42.327,42.04,0.052
767,1.38,1.082,0.812,0.271,2349547163919445504,11603025378954.3,464121015158.174,0.054,42.623,42.38,42.092,0.052
768,1.38,1.082,0.812,0.271,2476112789888634880,12067146394112.5,482685855764.501,0.054,42.675,42.432,42.145,0.052
769,1.38,1.082,0.812,0.271,2609494162276982784,12549832249877,501993289995.081,0.054,42.728,42.485,42.197,0.052
770,1.38,1.082,0.812,0.271,2750058216380834304,13051825539872.1,522073021594.884,0.054,42.78,42.537,42.249,0.052
771,1.38,1.082,0.812,0.271,2898191636953633792,13573898561467,542955942458.679,0.054,42.833,42.59,42.302,0.052
772,1.38,1.082,0.812,0.271,3054301920930146304,14116854503925.7,564674180157.027,0.054,42.885,42.642,42.354,0.052
773,1.38,1.082,0.812,0.271,3218818497324200448,14681528684082.7,587261147363.308,0.054,42.938,42.695,42.407,0.052
774,1.38,1.082,0.812,0.271,3392193907375241728,15268789831446,610751593257.84,0.054,42.99,42.747,42.459,0.052
775,1.38,1.082,0.812,0.271,3574905048184381952,15879541424703.8,635181656988.154,0.054,43.043,42.799,42.512,0.052
776,1.38,1.082,0.812,0.271,3767454483254903808,16514723081692,660588923267.68,0.054,43.095,42.852,42.564,0.052
777,1.38,1.082,0.812,0.271,3970371823535833600,17175312004959.7,687012480198.387,0.054,43.148,42.904,42.617,0.052
778,1.38,1.082,0.812,0.271,4184215182760723456,17862324485158.1,714492979406.323,0.054,43.2,42.957,42.669,0.052
779,1.38,1.082,0.812,0.271,4409572711077716992,18576817464564.4,743072698582.575,0.054,43.253,43.009,42.722,0.052
780,1.38,1.082,0.812,0.271,4647064211181867008,19319890163147,772795606525.878,0.054,43.305,43.062,42.774,0.052
781,1.38,1.082,0.812,0.271,4897342841387129856,20092685769672.8,803707430786.914,0.054,43.357,43.114,42.827,0.052
782,1.38,1.082,0.812,0.271,5161096910314092544,20896393200459.8,835855728018.39,0.054,43.41,43.167,42.879,0.052
783,1.38,1.082,0.812,0.271,5439051768120942592,21732248928478.1,869289957139.126,0.054,43.462,43.219,42.931,0.052
784,1.38,1.082,0.812,0.271,5731971799470171136,22601538885617.3,904061555424.691,0.054,43.515,43.272,42.984,0.052
785,1.38,1.082,0.812,0.271,6040662523702736896,23505600441042,940224017641.678,0.054,43.567,43.324,43.036,0.052
786,1.38,1.082,0.812,0.271,6365972807985644544,24445824458683.6,977832978347.346,0.054,43.62,43.376,43.089,0.052
787,1.38,1.082,0.812,0.271,6708797199508967424,25423657437031,1016946297481.24,0.054,43.672,43.429,43.141,0.052
788,1.38,1.082,0.812,0.271,7070078383135059968,26440603734512.2,1057624149380.49,0.054,43.725,43.481,43.194,0.052
789,1.38,1.082,0.812,0.271,7450809771247023104,27498227883892.7,1099929115355.71,0.054,43.777,43.534,43.246,0.052
790,1.38,1.082,0.812,0.271,7852038232906279936,28598156999248.4,1143926279969.94,0.054,43.83,43.586,43.299,0.052
791,1.38,1.082,0.812,0.271,8274866969811443712,29742083279218.4,1189683331168.74,0.054,43.882,43.639,43.351,0.052
792,1.38,1.082,0.812,0.271,8720458546953537536,30931766610387.1,1237270664415.48,0.054,43.935,43.691,43.404,0.052
793,1.38,1.082,0.812,0.271,9190038086287143936,32169037274802.6,1286761490992.1,0.054,43.987,43.744,43.456,0.052
794,1.38,1.082,0.812,0.271,9684896632184434688,33455798765794.7,1338231950631.79,0.054,44.039,43.796,43.508,0.052
795,1.38,1.082,0.812,0.271,10206394697910427648,34794030716426.5,1391761228657.06,0.054,44.092,43.849,43.561,0.052
796,1.38,1.082,0.812,0.271,10755966002854590464,36185791945083.5,1447431677803.34,0.054,44.144,43.901,43.613,0.052
797,1.38,1.082,0.812,0.271,11335121410777335808,37633223622886.9,1505328944915.48,0.054,44.197,43.953,43.666,0.052
798,1.38,1.082,0.812,0.271,11945453079881601024,39138552567802.4,1565542102712.09,0.054,44.249,44.006,43.718,0.052
799,1.38,1.082,0.812,0.271,12588638836100929536,40704094670514.5,1628163786820.58,0.054,44.302,44.058,43.771,0.052
800,1.38,1.082,0.812,0.271,1.3266446781608e+19,42332258457335,1693290338293.4,0.054,44.354,44.111,43.823,0.052
801,1.38,1.082,0.812,0.271,13980740151192946688,44025548795628.4,1761021951825.14,0.054,44.407,44.163,43.876,0.052
802,1.38,1.082,0.812,0.271,14733482429841080320,45786570747453.6,1831462829898.14,0.054,44.459,44.216,43.928,0.052
803,1.38,1.082,0.812,0.271,15526742745556070400,47618033577351.7,1904721343094.07,0.054,44.511,44.268,43.98,0.052
804,1.38,1.082,0.812,0.271,16362701552230187008,49522754920445.8,1980910196817.83,0.054,44.564,44.321,44.033,0.052
805,1.38,1.082,0.812,0.271,17243656618158802944,51503665117263.6,2060146604690.54,0.054,44.616,44.373,44.085,0.052
806,1.38,1.082,0.812,0.271,18172029336635090944,53563811721954.2,2142552468878.17,0.054,44.669,44.425,44.138,0.052
807,1.38,1.082,0.812,0.271,19150371375944499200,55706364190832.4,2228254567633.29,0.054,44.721,44.478,44.19,0.052
808,1.38,1.082,0.812,0.271,20181371687009849344,57934618758465.6,2317384750338.63,0.054,44.774,44.53,44.243,0.052
809,1.38,1.082,0.812,0.271,21267863887919099904,60252003508804.3,2410080140352.17,0.054,44.826,44.583,44.295,0.052
810,1.38,1.082,0.812,0.271,22412834045601943552,62662083649156.4,2506483345966.26,0.054,44.879,44.635,44.348,0.052
811,1.38,1.082,0.812,0.271,23619428876010885120,65168566995122.7,2606742679804.91,0.054,44.931,44.688,44.4,0.052
812,1.38,1.082,0.812,0.271,24890964385310773248,67775309674927.6,2711012386997.1,0.054,44.983,44.74,44.452,0.052
813,1.38,1.082,0.812,0.271,26230934975790534656,70486322061924.7,2819452882476.99,0.054,45.036,44.793,44.505,0.052
814,1.38,1.082,0.812,0.271,27643023041485910016,73305774944401.7,2932230997776.07,0.054,45.088,44.845,44.557,0.052
815,1.381,1.082,0.812,0.271,29131109079845433344,76238005942177.8,3049520237687.11,0.054,45.141,44.897,44.61,0.052
816,1.381,1.082,0.812,0.271,30699282347187601408,79287526179864.9,3171501047194.6,0.054,45.193,44.95,44.662,0.052
817,1.381,1.082,0.812,0.271,3.2351852087189e+19,82459027227059.5,3298361089082.38,0.054,45.246,45.002,44.715,0.052
818,1.381,1.082,0.812,0.271,34093359363215249408,85757388316141.9,3430295532645.67,0.054,45.298,45.055,44.767,0.052
819,1.381,1.082,0.812,0.271,35928589526962774016,89187683848787.5,3567507353951.5,0.054,45.351,45.107,44.819,0.052
820,1.381,1.082,0.812,0.271,37862585357625704448,92755191202739,3710207648109.56,0.054,45.403,45.16,44.872,0.052
821,1.381,1.082,0.812,0.271,39900660907640684544,96465398850848.6,3858615954033.94,0.054,45.455,45.212,44.924,0.052
822,1.381,1.082,0.812,0.271,42048416093001351168,100324014804883,4012960592195.3,0.054,45.508,45.264,44.977,0.052
823,1.381,1.082,0.812,0.271,44311752068176330752,104336975397078,4173479015883.11,0.054,45.56,45.317,45.029,0.052
824,1.381,1.082,0.812,0.271,4.6696887427817e+19,108510454412961,4340418176518.44,0.054,45.613,45.369,45.082,0.052
825,1.381,1.082,0.812,0.271,4.9210375279709e+19,112850872589479,4514034903579.18,0.054,45.665,45.422,45.134,0.052
826,1.381,1.082,0.812,0.271,5.1859121235812e+19,117364907493059,4694596299722.34,0.054,45.718,45.474,45.186,0.052
827,1.381,1.082,0.812,0.271,54650402370748833792,122059503792781,4882380151711.24,0.054,45.77,45.527,45.239,0.052
828,1.381,1.082,0.812,0.271,57591887199761539072,126941883944492,5077675357779.69,0.054,45.822,45.579,45.291,0.052
829,1.381,1.082,0.812,0.271,60691656730945290240,132019559302272,5280782372090.88,0.054,45.875,45.631,45.344,0.052
830,1.381,1.082,0.812,0.271,63958226649519726592,137300341674363,5492013666974.51,0.054,45.927,45.684,45.396,0.052
831,1.381,1.082,0.812,0.271,67400570695001415680,142792355341337,5711694213653.49,0.054,45.98,45.736,45.449,0.052
832,1.381,1.082,0.812,0.271,71028145295413362688,148504049554991,5940161982199.63,0.054,46.032,45.789,45.501,0.052
833,1.381,1.082,0.812,0.271,74850915526115065856,154444211537190,6177768461487.62,0.054,46.085,45.841,45.553,0.052
834,1.381,1.082,0.812,0.271,78879382464469876736,160621979998678,6424879199947.12,0.054,46.137,45.894,45.606,0.052
835,1.381,1.082,0.812,0.271,83124612015394701312,167046859198625,6681874367945.01,0.054,46.189,45.946,45.658,0.052
836,1.381,1.082,0.812,0.271,87598265286871318528,173728733566570,6949149342662.81,0.054,46.242,45.998,45.711,0.052
837,1.381,1.082,0.812,0.271,92312630598749552640,180677882909233,7227115316369.32,0.054,46.294,46.051,45.763,0.052
838,1.381,1.082,0.812,0.271,9.7280657212652e+19,187904998225602,7516199929024.09,0.054,46.347,46.103,45.816,0.052
839,1.381,1.082,0.812,0.271,1.0251599087551e+20,195421198154626,7816847926185.05,0.054,46.399,46.156,45.868,0.052
840,1.381,1.082,0.812,0.271,1.08033011274237e+20,203238046080811,8129521843232.46,0.054,46.452,46.208,45.92,0.052
841,1.381,1.082,0.812,0.271,1.13846871504277e+20,211367567924044,8454702716961.76,0.054,46.504,46.26,45.973,0.052
842,1.381,1.082,0.812,0.271,1.19973539660311e+20,219822270641006,8792890825640.23,0.054,46.556,46.313,46.025,0.052
843,1.381,1.082,0.812,0.271,1.26429842663193e+20,228615161466646,9144606458665.84,0.054,46.609,46.365,46.078,0.052
844,1.381,1.082,0.812,0.271,1.33233512443348e+20,237759767925312,9510390717012.47,0.054,46.661,46.418,46.13,0.052
845,1.381,1.082,0.812,0.271,1.40403234607305e+20,247270158642324,9890806345692.97,0.054,46.714,46.47,46.182,0.052
846,1.381,1.082,0.812,0.271,1.47958699720878e+20,257160964988017,10286438599520.7,0.054,46.766,46.523,46.235,0.052
847,1.381,1.082,0.812,0.271,1.55920657349633e+20,267447403587538,10697896143501.5,0.054,46.818,46.575,46.287,0.052
848,1.381,1.082,0.812,0.271,1.64310973004895e+20,278145299731039,11125811989241.6,0.054,46.871,46.627,46.34,0.052
849,1.381,1.082,0.812,0.271,1.73152688151488e+20,289271111720281,11570844468811.2,0.054,46.923,46.68,46.392,0.052
850,1.381,1.082,0.812,0.271,1.82470083441789e+20,300841956189092,12033678247563.7,0.054,46.976,46.732,46.445,0.052
851,1.381,1.082,0.812,0.271,1.92288745349555e+20,312875634436656,12515025377466.2,0.054,47.028,46.785,46.497,0.052
852,1.381,1.082,0.812,0.271,2.02635636386267e+20,325390659814122,13015626392564.9,0.054,47.081,46.837,46.549,0.052
853,1.381,1.082,0.812,0.271,2.13539169092597e+20,338406286206687,13536251448267.5,0.054,47.133,46.889,46.602,0.052
854,1.381,1.082,0.812,0.271,2.25029284007921e+20,351942537654954,14077701506198.2,0.054,47.185,46.942,46.654,0.052
855,1.381,1.082,0.812,0.271,2.37137531831732e+20,366020239161153,14640809566446.1,0.054,47.238,46.994,46.707,0.052
856,1.381,1.082,0.812,0.271,2.49897160002297e+20,380661048727599,15226441949104,0.054,47.29,47.047,46.759,0.052
857,1.381,1.082,0.812,0.271,2.63343203930004e+20,395887490676703,15835499627068.1,0.054,47.343,47.099,46.811,0.052
858,1.381,1.082,0.812,0.271,2.77512583135614e+20,411722990303771,16468919612150.8,0.054,47.395,47.152,46.864,0.052
859,1.381,1.082,0.812,0.271,2.92444202557102e+20,428191909915922,17127676396636.9,0.054,47.447,47.204,46.916,0.052
860,1.381,1.082,0.812,0.271,3.08179059302889e+20,445319586312559,17812783452502.3,0.054,47.5,47.256,46.969,0.052
861,1.381,1.082,0.812,0.271,3.24760355144278e+20,463132369765061,18525294790602.4,0.054,47.552,47.309,47.021,0.052
862,1.381,1.082,0.812,0.271,3.42233615055557e+20,481657664555663,19266306582226.5,0.054,47.605,47.361,47.073,0.052
863,1.381,1.082,0.812,0.271,3.60646812126895e+20,500923971137890,20036958845515.6,0.054,47.657,47.414,47.126,0.052
864,1.381,1.082,0.812,0.271,3.80050499192562e+20,520960929983406,20838437199336.2,0.054,47.71,47.466,47.178,0.052
865,1.381,1.082,0.812,0.271,4.00497947535466e+20,541799367182742,21671974687309.7,0.054,47.762,47.518,47.231,0.052
866,1.381,1.082,0.812,0.271,4.22045293048374e+20,563471341870052,22538853674802.1,0.054,47.814,47.571,47.283,0.052
867,1.381,1.082,0.812,0.271,4.44751690252622e+20,586010195544854,23440407821794.2,0.054,47.867,47.623,47.336,0.052
868,1.381,1.082,0.812,0.271,4.68679474596705e+20,609450603366648,24378024134665.9,0.054,47.919,47.676,47.388,0.052
869,1.381,1.082,0.812,0.271,4.93894333479771e+20,633828627501314,25353145100052.6,0.054,47.972,47.728,47.44,0.052
870,1.381,1.082,0.812,0.271,5.20465486469032e+20,659181772601366,26367270904054.7,0.054,48.024,47.78,47.493,0.052
871,1.381,1.082,0.812,0.271,5.48465875205258e+20,685549043505421,27421961740216.8,0.054,48.076,47.833,47.545,0.052
872,1.381,1.082,0.812,0.271,5.77972363517114e+20,712971005245638,28518840209825.5,0.054,48.129,47.885,47.598,0.052
873,1.381,1.082,0.812,0.271,6.09065948293069e+20,741489845455463,29659593818218.5,0.054,48.181,47.938,47.65,0.052
874,1.381,1.082,0.812,0.271,6.41831981689103e+20,771149439273682,30845977570947.3,0.054,48.234,47.99,47.702,0.052
875,1.381,1.082,0.812,0.271,6.76360405281525e+20,801995416844629,32079816673785.2,0.054,48.286,48.042,47.755,0.052
876,1.381,1.082,0.812,0.271,7.12745996806939e+20,834075233518414,33363009340736.6,0.054,48.338,48.095,47.807,0.052
877,1.381,1.082,0.812,0.271,7.51088630165933e+20,867438242859151,34697529714366,0.054,48.391,48.147,47.86,0.052
878,1.381,1.082,0.812,0.271,7.91493549403386e+20,902135772573517,36085430902940.7,0.054,48.443,48.2,47.912,0.052
879,1.381,1.082,0.812,0.271,8.34071657416654e+20,938221203476458,37528848139058.3,0.054,48.496,48.252,47.964,0.052
880,1.381,1.082,0.812,0.271,8.78939820183212e+20,975750051615516,39030002064620.6,0.054,48.548,48.304,48.017,0.052
881,1.381,1.082,0.812,0.271,9.26221187341934e+20,1014780053680137,40591202147205.5,0.054,48.6,48.357,48.069,0.052
882,1.381,1.082,0.812,0.271,9.76045530006961e+20,1055371255827342,42214850233093.7,0.054,48.653,48.409,48.122,0.052
883,1.381,1.082,0.812,0.271,1.0285495967404e+21,1097586106060436,43903444242417.4,0.054,48.705,48.462,48.174,0.052
884,1.381,1.082,0.812,0.271,1.08387748865984e+21,1141489550302854,45659582012114.1,0.054,48.758,48.514,48.226,0.052
885,1.381,1.082,0.812,0.271,1.14218105470913e+21,1187149132314968,47485965292598.7,0.054,48.81,48.566,48.279,0.052
886,1.381,1.082,0.812,0.271,1.20362030817614e+21,1234635097607566,49385403904302.7,0.054,48.862,48.619,48.331,0.052
887,1.381,1.082,0.812,0.271,1.2683638655995e+21,1284020501511869,51360820060474.8,0.054,48.915,48.671,48.384,0.052
888,1.381,1.082,0.812,0.271,1.33658940926755e+21,1335381321572344,53415252862893.8,0.054,48.967,48.724,48.436,0.052
889,1.381,1.082,0.812,0.271,1.40848417457766e+21,1388796574435238,55551862977409.5,0.054,49.02,48.776,48.488,0.052
890,1.381,1.082,0.812,0.271,1.48424546359187e+21,1444348437412647,57773937496505.9,0.054,49.072,48.828,48.541,0.052
891,1.381,1.082,0.812,0.271,1.56408118619699e+21,1502122374909153,60084894996366.1,0.054,49.124,48.881,48.593,0.052
892,1.381,1.082,0.812,0.271,1.6482104303526e+21,1562207269905520,62488290796220.8,0.054,49.177,48.933,48.645,0.052
893,1.381,1.082,0.812,0.271,1.73686406299045e+21,1624695560701740,64987822428069.6,0.054,49.229,48.986,48.698,0.052
894,1.381,1.082,0.812,0.271,1.83028536321246e+21,1689683383129810,67587335325192.4,0.054,49.282,49.038,48.75,0.052
895,1.381,1.082,0.812,0.271,1.92873068952334e+21,1757270718455002,70290828738200.1,0.054,49.334,49.09,48.803,0.052
896,1.381,1.082,0.812,0.271,2.03247018292693e+21,1827561547193203,73102461887728.1,0.054,49.386,49.143,48.855,0.052
897,1.381,1.082,0.812,0.271,2.14178850781367e+21,1900664009080931,76026560363237.2,0.054,49.439,49.195,48.907,0.052
898,1.381,1.082,0.812,0.271,2.25698563267042e+21,1976690569444168,79067622777766.7,0.054,49.491,49.248,48.96,0.052
899,1.381,1.082,0.812,0.271,2.37837765275267e+21,2055758192221935,82230327688877.4,0.054,49.544,49.3,49.012,0.052
900,1.381,1.082,0.812,0.271,2.50629765697431e+21,2137988519910812,85519540796432.5,0.054,49.596,49.352,49.065,0.052
901,1.381,1.082,0.812,0.271,2.64109664139162e+21,2223508060707245,88940322428289.8,0.054,49.648,49.405,49.117,0.052
902,1.381,1.082,0.812,0.271,2.78314447178516e+21,2312448383135535,92497935325421.4,0.054,49.701,49.457,49.169,0.052
903,1.381,1.082,0.812,0.271,2.93283089797868e+21,2404946318460956,96197852738438.3,0.054,49.753,49.509,49.222,0.052
904,1.381,1.082,0.812,0.271,3.09056662267509e+21,2501144171199395,100045766847976,0.054,49.805,49.562,49.274,0.052
905,1.381,1.082,0.812,0.271,3.25678442773966e+21,2601189938047371,104047597521895,0.054,49.858,49.614,49.327,0.052
906,1.381,1.082,0.812,0.271,3.43194036101764e+21,2705237535569266,108209501422771,0.054,49.91,49.667,49.379,0.052
907,1.381,1.082,0.812,0.271,3.61651498693944e+21,2813447036992036,112537881479681,0.054,49.963,49.719,49.431,0.052
908,1.381,1.082,0.812,0.271,3.81101470434163e+21,2925984918471718,117039396738869,0.054,50.015,49.771,49.484,0.052
909,1.381,1.082,0.812,0.271,4.01597313511573e+21,3043024315210587,121720972608423,0.054,50.067,49.824,49.536,0.052
910,1.381,1.082,0.812,0.271,4.23195258749132e+21,3164745287819010,126589811512760,0.054,50.12,49.876,49.588,0.052
911,1.381,1.082,0.812,0.271,4.45954559796435e+21,3291335099331771,131653403973271,0.054,50.172,49.929,49.641,0.052
912,1.381,1.082,0.812,0.271,4.69937655609689e+21,3422988503305042,136919540132202,0.054,50.225,49.981,49.693,0.052
913,1.381,1.082,0.812,0.271,4.95210341664214e+21,3559908043437244,142396321737490,0.054,50.277,50.033,49.746,0.052
914,1.381,1.082,0.812,0.271,5.21841950368719e+21,3702304365174734,148092174606989,0.054,50.329,50.086,49.798,0.052
915,1.381,1.082,0.812,0.271,5.49905541175887e+21,3850396539781724,154015861591269,0.054,50.382,50.138,49.85,0.052
916,1.381,1.082,0.812,0.271,5.79478100910308e+21,4004412401372992,160176496054920,0.054,50.434,50.19,49.903,0.052
917,1.381,1.082,0.812,0.271,6.10640754862859e+21,4164588897427912,166583555897116,0.054,50.487,50.243,49.955,0.052
918,1.381,1.082,0.812,0.271,6.43478989230097e+21,4331172453325029,173246898133001,0.054,50.539,50.295,50.008,0.052
919,1.381,1.082,0.812,0.271,6.78082885508315e+21,4504419351458030,180176774058321,0.054,50.591,50.348,50.06,0.052
920,1.381,1.082,0.812,0.271,7.14547367484713e+21,4684596125516351,187383845020654,0.054,50.644,50.4,50.112,0.052
921,1.381,1.082,0.812,0.271,7.52972461502604e+21,4871979970537005,194879198821480,0.054,50.696,50.452,50.165,0.052
922,1.381,1.082,0.812,0.271,7.93463570713987e+21,5066859169358485,202674366774339,0.054,50.748,50.505,50.217,0.052
923,1.381,1.082,0.812,0.271,8.36131764071132e+21,5269533536132825,210781341445313,0.054,50.801,50.557,50.269,0.052
924,1.381,1.082,0.812,0.271,8.81094080849202e+21,5480314877578138,219212595103126,0.054,50.853,50.609,50.322,0.052
925,1.381,1.082,0.812,0.271,9.2847385153453e+21,5699527472681264,227981098907251,0.054,50.906,50.662,50.374,0.052
926,1.381,1.082,0.812,0.271,9.78401035957959e+21,5927508571588515,237100342863541,0.054,50.958,50.714,50.427,0.052
927,1.381,1.082,0.812,0.271,1.03101257959997e+22,6164608914452056,246584356578082,0.054,51.01,50.767,50.479,0.052
928,1.381,1.082,0.812,0.271,1.08645278904404e+22,6411193271030138,256447730841206,0.054,51.063,50.819,50.531,0.052
929,1.381,1.082,0.812,0.271,1.14487372760726e+22,6667641001871344,266705640074854,0.054,51.115,50.871,50.584,0.052
930,1.381,1.082,0.812,0.271,1.20643563223235e+22,6934346641946198,277373865677848,0.054,51.167,50.924,50.636,0.052
931,1.381,1.082,0.812,0.271,1.27130735278368e+22,7211720507624046,288468820304962,0.054,51.22,50.976,50.688,0.052
932,1.381,1.082,0.812,0.271,1.3396668149511e+22,7500189327929008,300007573117160,0.054,51.272,51.029,50.741,0.052
933,1.381,1.082,0.812,0.271,1.41170150803018e+22,7800196901046169,312007876041847,0.054,51.325,51.081,50.793,0.052
934,1.381,1.082,0.812,0.271,1.48760899891566e+22,8112204777088016,324488191083521,0.054,51.377,51.133,50.846,0.052
935,1.381,1.082,0.812,0.271,1.56759747371654e+22,8436692968171537,337467718726862,0.054,51.429,51.186,50.898,0.052
936,1.381,1.082,0.812,0.271,1.65188630847713e+22,8774160686898399,350966427475936,0.054,51.482,51.238,50.95,0.052
937,1.381,1.082,0.812,0.271,1.74070667056814e+22,9125127114374336,365005084574973,0.054,51.534,51.29,51.003,0.052
938,1.381,1.082,0.812,0.271,1.83430215239557e+22,9490132198949310,379605287957972,0.054,51.587,51.343,51.055,0.052
939,1.381,1.082,0.812,0.271,1.9329294391643e+22,9869737486907282,394789499476291,0.054,51.639,51.395,51.107,0.052
940,1.381,1.082,0.812,0.271,2.036859012526e+22,10264526986383574,410581079455343,0.054,51.691,51.448,51.16,0.052
941,1.381,1.082,0.812,0.271,2.14637589203967e+22,10675108065838918,427004322633557,0.054,51.744,51.5,51.212,0.052
942,1.381,1.082,0.812,0.271,2.26178041647658e+22,11102112388472476,444084495538899,0.054,51.796,51.552,51.265,0.052
943,1.381,1.082,0.812,0.271,2.38338906711062e+22,11546196884011376,461847875360455,0.054,51.848,51.605,51.317,0.052
944,1.381,1.082,0.812,0.271,2.51153533524995e+22,12008044759371832,480321790374873,0.054,51.901,51.657,51.369,0.052
945,1.381,1.082,0.812,0.271,2.64657063638726e+22,12488366549746706,499534661989868,0.054,51.953,51.709,51.422,0.052
946,1.381,1.082,0.812,0.271,2.78886527347347e+22,12987901211736574,519516048469463,0.054,52.006,51.762,51.474,0.052
947,1.381,1.082,0.812,0.271,2.93880945195452e+22,13507417260206038,540296690408242,0.054,52.058,51.814,51.526,0.052
948,1.381,1.082,0.812,0.271,3.0968143493524e+22,14047713950614280,561908558024571,0.054,52.11,51.866,51.579,0.052
949,1.381,1.082,0.812,0.271,3.26331324232134e+22,14609622508638852,584384900345554,0.054,52.163,51.919,51.631,0.052
950,1.381,1.082,0.812,0.271,3.43876269426731e+22,15194007408984406,607760296359376,0.054,52.215,51.971,51.684,0.052
951,1.381,1.082,0.812,0.271,3.623643806785e+22,15801767705343782,632070708213751,0.054,52.267,52.024,51.736,0.052
952,1.381,1.082,0.812,0.271,3.81846353834122e+22,16433838413557534,657353536542301,0.054,52.32,52.076,51.788,0.052
953,1.381,1.082,0.812,0.271,4.02375609381806e+22,17091191950099836,683647678003994,0.054,52.372,52.128,51.841,0.052
954,1.381,1.082,0.812,0.271,4.24008438872297e+22,17774839628103830,710993585124153,0.054,52.424,52.181,51.893,0.052
955,1.381,1.082,0.812,0.271,4.46804159207781e+22,18485833213227984,739433328529119,0.054,52.477,52.233,51.945,0.052
956,1.381,1.082,0.812,0.271,4.7082527522143e+22,19225266541757104,769010661670284,0.054,52.529,52.285,51.998,0.052
957,1.381,1.082,0.812,0.271,4.96137650993028e+22,19994277203427388,799771088137096,0.054,52.582,52.338,52.05,0.052
958,1.381,1.082,0.812,0.271,5.22810690370091e+22,20794048291564484,831761931662579,0.054,52.634,52.39,52.102,0.052
959,1.381,1.082,0.812,0.271,5.5091752718907e+22,21625810223227064,865032408929083,0.054,52.686,52.443,52.155,0.052
960,1.381,1.082,0.812,0.271,5.80535225717827e+22,22490842632156148,899633705286246,0.054,52.739,52.495,52.207,0.052
961,1.381,1.082,0.812,0.271,6.11744991868568e+22,23390476337442396,935619053497696,0.054,52.791,52.547,52.26,0.052
962,1.381,1.082,0.812,0.271,6.44632395759908e+22,24326095390940092,973043815637604,0.054,52.843,52.6,52.312,0.052
963,1.381,1.082,0.812,0.271,6.79287606237858e+22,25299139206577696,1011965568263108,0.054,52.896,52.652,52.364,0.052
964,1.381,1.082,0.812,0.271,7.15805637998266e+22,26311104774840804,1052444190993632,0.054,52.948,52.704,52.417,0.052
965,1.381,1.082,0.812,0.271,7.54286611987769e+22,27363548965834436,1094541958633378,0.054,53.001,52.757,52.469,0.052
966,1.381,1.082,0.812,0.271,7.94836029796684e+22,28458090924467816,1138323636978713,0.054,53.053,52.809,52.521,0.052
967,1.381,1.082,0.812,0.271,8.37565062795612e+22,29596414561446528,1183856582457861,0.054,53.105,52.861,52.574,0.052
968,1.381,1.082,0.812,0.271,8.82590856807886e+22,30780271143904392,1231210845756176,0.054,53.158,52.914,52.626,0.052
969,1.381,1.082,0.812,0.271,9.30036853152584e+22,32011481989660568,1280459279586423,0.054,53.21,52.966,52.679,0.052
970,1.381,1.082,0.812,0.271,9.80033126937652e+22,33291941269246992,1331677650769880,0.054,53.262,53.019,52.731,0.052
971,1.381,1.082,0.812,0.271,1.03271674352993e+23,34623618920016872,1384944756800675,0.054,53.315,53.071,52.783,0.052
972,1.381,1.082,0.812,0.271,1.08823213417871e+23,36008563676817548,1440342547072702,0.054,53.367,53.123,52.836,0.052
973,1.381,1.082,0.812,0.271,1.14673149182181e+23,37448906223890248,1497956248955610,0.054,53.419,53.176,52.888,0.052
974,1.381,1.082,0.812,0.271,1.20837518815861e+23,38946862472845856,1557874498913834,0.054,53.472,53.228,52.94,0.052
975,1.381,1.082,0.812,0.271,1.27333221313258e+23,40504736971759688,1620189478870388,0.054,53.524,53.28,52.993,0.052
976,1.381,1.082,0.812,0.271,1.34178063802728e+23,42124926450630080,1684997058025203,0.054,53.577,53.333,53.045,0.052
977,1.381,1.082,0.812,0.271,1.41390810344456e+23,43809923508655288,1752396940346212,0.054,53.629,53.385,53.097,0.052
978,1.381,1.082,0.812,0.271,1.48991233350165e+23,45562320449001504,1822492817960060,0.054,53.681,53.437,53.15,0.052
979,1.381,1.082,0.812,0.271,1.570001677656e+23,47384813266961568,1895392530678463,0.054,53.734,53.49,53.202,0.052
980,1.381,1.082,0.812,0.271,1.65439568164189e+23,49280205797640032,1971208231905601,0.054,53.786,53.542,53.254,0.052
981,1.381,1.082,0.812,0.271,1.74332568908312e+23,51251414029545632,2050056561181825,0.054,53.838,53.595,53.307,0.052
982,1.381,1.082,0.812,0.271,1.83703547542975e+23,53301470590727456,2132058823629098,0.054,53.891,53.647,53.359,0.052
